Commodity_Desc,Attribute_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum","Import estimates","1,000 bushels","2001/02","Dec",2763.91228182598
"Hard red spring","Import estimates","1,000 bushels","2001/02","Dec",6946.16530794466
"All Wheat","Import estimates","1,000 bushels","2001/02","Dec",10296.0889084898
"Soft red winter","Import estimates","1,000 bushels","2001/02","Dec",70.2545790429
"White","Import estimates","1,000 bushels","2001/02","Dec",465.616837811751
"White","Import estimates","1,000 bushels","2001/02","Feb",785.194959660589
"Soft red winter","Import estimates","1,000 bushels","2001/02","Feb",46.8956536167
"All Wheat","Import estimates","1,000 bushels","2001/02","Feb",8992.90768583355
"Hard red spring","Import estimates","1,000 bushels","2001/02","Feb",5637.13505352398
"Durum","Import estimates","1,000 bushels","2001/02","Feb",2523.59725808182
"Hard red winter","Import estimates","1,000 bushels","2001/02","Feb",0.0847609504662375
"Hard red winter","Import estimates","1,000 bushels","2001/02","Jan",33.7632867264174
"Durum","Import estimates","1,000 bushels","2001/02","Jan",3056.55279184905
"Hard red spring","Import estimates","1,000 bushels","2001/02","Jan",4458.20616676507
"All Wheat","Import estimates","1,000 bushels","2001/02","Jan",8259.38779918519
"Soft red winter","Import estimates","1,000 bushels","2001/02","Jan",42.5279299977
"White","Import estimates","1,000 bushels","2001/02","Jan",668.337623846952
"White","Import estimates","1,000 bushels","2001/02","Jul",504.134748123833
"Soft red winter","Import estimates","1,000 bushels","2001/02","Jul",212.8471784061
"All Wheat","Import estimates","1,000 bushels","2001/02","Jul",9699.1974205364
"Hard red spring","Import estimates","1,000 bushels","2001/02","Jul",5824.6329207718
"Durum","Import estimates","1,000 bushels","2001/02","Jul",3154.76376191732
"Hard red winter","Import estimates","1,000 bushels","2001/02","Jul",2.81881131735
"Hard red winter","Import estimates","1,000 bushels","2001/02","Jun",2.047313034375
"Durum","Import estimates","1,000 bushels","2001/02","Jun",2663.10686798934
"Hard red spring","Import estimates","1,000 bushels","2001/02","Jun",4326.49041160683
"All Wheat","Import estimates","1,000 bushels","2001/02","Jun",7591.06378233503
"Soft red winter","Import estimates","1,000 bushels","2001/02","Jun",59.4057811557
"White","Import estimates","1,000 bushels","2001/02","Jun",540.013408548782
"White","Import estimates","1,000 bushels","2001/02","Mar",620.218579808563
"Soft red winter","Import estimates","1,000 bushels","2001/02","Mar",215.3785988739
"All Wheat","Import estimates","1,000 bushels","2001/02","Mar",9671.88808480037
"Hard red spring","Import estimates","1,000 bushels","2001/02","Mar",6227.27559141157
"Durum","Import estimates","1,000 bushels","2001/02","Mar",2608.30820718464
"Hard red winter","Import estimates","1,000 bushels","2001/02","Mar",0.707107521702593
"Hard red winter","Import estimates","1,000 bushels","2001/02","May",0.333035710875
"Durum","Import estimates","1,000 bushels","2001/02","May",2920.31871362854
"Hard red spring","Import estimates","1,000 bushels","2001/02","May",3629.02966285392
"All Wheat","Import estimates","1,000 bushels","2001/02","May",7366.10548916716
"Soft red winter","Import estimates","1,000 bushels","2001/02","May",305.136954339
"White","Import estimates","1,000 bushels","2001/02","May",511.28712263483
"White","Import estimates","1,000 bushels","2001/02","MY Jun-May",8454.76211122127
"Soft red winter","Import estimates","1,000 bushels","2001/02","MY Jun-May",3210.7715036544
"All Wheat","Import estimates","1,000 bushels","2001/02","MY Jun-May",107547.909852925
"Hard red spring","Import estimates","1,000 bushels","2001/02","MY Jun-May",60810.354926762
"Durum","Import estimates","1,000 bushels","2001/02","MY Jun-May",34267.1227112998
"Hard red winter","Import estimates","1,000 bushels","2001/02","MY Jun-May",804.898599987603
"Hard red winter","Import estimates","1,000 bushels","2001/02","Nov",65.4900602076
"Durum","Import estimates","1,000 bushels","2001/02","Nov",3013.67224566305
"Hard red spring","Import estimates","1,000 bushels","2001/02","Nov",7883.8634979255
"All Wheat","Import estimates","1,000 bushels","2001/02","Nov",11953.1381887027
"Soft red winter","Import estimates","1,000 bushels","2001/02","Nov",60.8652409197
"White","Import estimates","1,000 bushels","2001/02","Nov",929.247143986803
"White","Import estimates","1,000 bushels","2001/02","Oct",967.840025166247
"Soft red winter","Import estimates","1,000 bushels","2001/02","Oct",211.5170564661
"All Wheat","Import estimates","1,000 bushels","2001/02","Oct",9014.17909912064
"Hard red spring","Import estimates","1,000 bushels","2001/02","Oct",4515.4711288205
"Durum","Import estimates","1,000 bushels","2001/02","Oct",2849.04302944589
"Hard red winter","Import estimates","1,000 bushels","2001/02","Oct",470.3078592219
"Hard red winter","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",11.876344643625
"Durum","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",8900.25258597058
"Hard red spring","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",13331.4199837048
"All Wheat","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",25712.7330859472
"Soft red winter","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",1392.2065940916
"White","Import estimates","1,000 bushels","2001/02","Q1 Jun-Aug",2076.97757753659
"White","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",2712.1380136767
"Soft red winter","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",935.601893604
"All Wheat","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",29040.358021525
"Hard red spring","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",16279.0572235962
"Durum","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",8407.91659585738
"Hard red winter","Import estimates","1,000 bushels","2001/02","Q2 Sep-Nov",705.64429479075
"Hard red winter","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",83.9879495413837
"Durum","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",8344.06233175685
"Hard red spring","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",17041.5065282337
"All Wheat","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",27548.3843935085
"Soft red winter","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",159.6781626573
"White","Import estimates","1,000 bushels","2001/02","Q3 Dec-Feb",1919.14942131929
"White","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",1746.49709868869
"Soft red winter","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",723.2848533015
"All Wheat","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",25246.4343519443
"Hard red spring","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",14158.3711912273
"Durum","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",8614.89119771497
"Hard red winter","Import estimates","1,000 bushels","2001/02","Q4 Mar-May",3.39001101184447
"Hard red winter","Import estimates","1,000 bushels","2001/02","Sep",169.84637536125
"Durum","Import estimates","1,000 bushels","2001/02","Sep",2545.20132074844
"Hard red spring","Import estimates","1,000 bushels","2001/02","Sep",3879.72259685015
"All Wheat","Import estimates","1,000 bushels","2001/02","Sep",8073.04073370169
"Soft red winter","Import estimates","1,000 bushels","2001/02","Sep",663.2195962182
"White","Import estimates","1,000 bushels","2001/02","Sep",815.05084452365
"White","Import estimates","1,000 bushels","2002/03","Apr",998.574395973132
"Soft red winter","Import estimates","1,000 bushels","2002/03","Apr",943.8653312718
"All Wheat","Import estimates","1,000 bushels","2002/03","Apr",4690.92948484842
"Hard red spring","Import estimates","1,000 bushels","2002/03","Apr",1351.02406099773
"Durum","Import estimates","1,000 bushels","2002/03","Apr",1372.68889926166
"Hard red winter","Import estimates","1,000 bushels","2002/03","Apr",24.7767973440924
"Hard red winter","Import estimates","1,000 bushels","2002/03","Aug",6.25204532598618
"Durum","Import estimates","1,000 bushels","2002/03","Aug",3335.97426104247
"Hard red spring","Import estimates","1,000 bushels","2002/03","Aug",2473.54789275659
"All Wheat","Import estimates","1,000 bushels","2002/03","Aug",7762.32296650428
"Soft red winter","Import estimates","1,000 bushels","2002/03","Aug",861.6934475457
"White","Import estimates","1,000 bushels","2002/03","Aug",1084.85531983354
"White","Import estimates","1,000 bushels","2002/03","Dec",414.142834311802
"Soft red winter","Import estimates","1,000 bushels","2002/03","Dec",978.1405895058
"All Wheat","Import estimates","1,000 bushels","2002/03","Dec",5041.40952392524
"Hard red spring","Import estimates","1,000 bushels","2002/03","Dec",1150.58634093187
"Durum","Import estimates","1,000 bushels","2002/03","Dec",2498.38109335716
"Hard red winter","Import estimates","1,000 bushels","2002/03","Dec",0.15866581860675
"Hard red winter","Import estimates","1,000 bushels","2002/03","Feb",1.071400362375
"Durum","Import estimates","1,000 bushels","2002/03","Feb",1512.87315130808
"Hard red spring","Import estimates","1,000 bushels","2002/03","Feb",676.911417077594
"All Wheat","Import estimates","1,000 bushels","2002/03","Feb",3623.55618133341
"Soft red winter","Import estimates","1,000 bushels","2002/03","Feb",400.3671448644
"White","Import estimates","1,000 bushels","2002/03","Feb",1032.33306772096
"White","Import estimates","1,000 bushels","2002/03","Jan",1110.46063269182
"Soft red winter","Import estimates","1,000 bushels","2002/03","Jan",358.2939181542
"All Wheat","Import estimates","1,000 bushels","2002/03","Jan",4022.11671408293
"Hard red spring","Import estimates","1,000 bushels","2002/03","Jan",793.003523069513
"Durum","Import estimates","1,000 bushels","2002/03","Jan",1740.75986120762
"Hard red winter","Import estimates","1,000 bushels","2002/03","Jan",19.5987789597833
"Hard red winter","Import estimates","1,000 bushels","2002/03","Jul",6.01447214431901
"Durum","Import estimates","1,000 bushels","2002/03","Jul",4071.10395263612
"Hard red spring","Import estimates","1,000 bushels","2002/03","Jul",5031.08379519297
"All Wheat","Import estimates","1,000 bushels","2002/03","Jul",10340.0092021521
"Soft red winter","Import estimates","1,000 bushels","2002/03","Jul",574.8896520906
"White","Import estimates","1,000 bushels","2002/03","Jul",656.917330088071
"White","Import estimates","1,000 bushels","2002/03","Jun",509.716985087957
"Soft red winter","Import estimates","1,000 bushels","2002/03","Jun",498.3877621989
"All Wheat","Import estimates","1,000 bushels","2002/03","Jun",8551.94270275788
"Hard red spring","Import estimates","1,000 bushels","2002/03","Jun",3569.55873162471
"Durum","Import estimates","1,000 bushels","2002/03","Jun",3974.04244062848
"Hard red winter","Import estimates","1,000 bushels","2002/03","Jun",0.236783217837758
"Hard red winter","Import estimates","1,000 bushels","2002/03","Mar",0.40361719494243
"Durum","Import estimates","1,000 bushels","2002/03","Mar",1438.70560466383
"Hard red spring","Import estimates","1,000 bushels","2002/03","Mar",1071.19284148031
"All Wheat","Import estimates","1,000 bushels","2002/03","Mar",6556.74206663505
"Soft red winter","Import estimates","1,000 bushels","2002/03","Mar",3005.0355172278
"White","Import estimates","1,000 bushels","2002/03","Mar",1041.40448606818
"White","Import estimates","1,000 bushels","2002/03","May",763.845794347561
"Soft red winter","Import estimates","1,000 bushels","2002/03","May",669.7352463081
"All Wheat","Import estimates","1,000 bushels","2002/03","May",3694.15852089935
"Hard red spring","Import estimates","1,000 bushels","2002/03","May",844.430520372792
"Durum","Import estimates","1,000 bushels","2002/03","May",1390.35173592232
"Hard red winter","Import estimates","1,000 bushels","2002/03","May",25.7952239485776
"Hard red winter","Import estimates","1,000 bushels","2002/03","MY Jun-May",274.502459898102
"Durum","Import estimates","1,000 bushels","2002/03","MY Jun-May",29966.3066595816
"Hard red spring","Import estimates","1,000 bushels","2002/03","MY Jun-May",23353.4562614991
"All Wheat","Import estimates","1,000 bushels","2002/03","MY Jun-May",77368.4852461094
"Soft red winter","Import estimates","1,000 bushels","2002/03","MY Jun-May",13235.0952905052
"White","Import estimates","1,000 bushels","2002/03","MY Jun-May",10539.1245746254
"White","Import estimates","1,000 bushels","2002/03","Nov",420.580121565394
"Soft red winter","Import estimates","1,000 bushels","2002/03","Nov",1686.012599712
"All Wheat","Import estimates","1,000 bushels","2002/03","Nov",6308.00330178408
"Hard red spring","Import estimates","1,000 bushels","2002/03","Nov",1132.48563823932
"Durum","Import estimates","1,000 bushels","2002/03","Nov",3067.70322285325
"Hard red winter","Import estimates","1,000 bushels","2002/03","Nov",1.22171941411391
"Hard red winter","Import estimates","1,000 bushels","2002/03","Oct",2.25553641864243
"Durum","Import estimates","1,000 bushels","2002/03","Oct",2517.93940290277
"Hard red spring","Import estimates","1,000 bushels","2002/03","Oct",1961.87382765145
"All Wheat","Import estimates","1,000 bushels","2002/03","Oct",7480.20902767081
"Soft red winter","Import estimates","1,000 bushels","2002/03","Oct",2424.1470519315
"White","Import estimates","1,000 bushels","2002/03","Oct",573.993208766448
"White","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",2251.48963500956
"Soft red winter","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",1934.9708618352
"All Wheat","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",26654.2748714142
"Hard red spring","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",11074.1904195743
"Durum","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",11381.1206543071
"Hard red winter","Import estimates","1,000 bushels","2002/03","Q1 Jun-Aug",12.503300688143
"Hard red winter","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",190.194675581581
"Durum","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",8631.42565955391
"Hard red spring","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",6392.11713799505
"All Wheat","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",23085.2978829708
"Soft red winter","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",4944.6866813379
"White","Import estimates","1,000 bushels","2002/03","Q2 Sep-Nov",2926.87372850235
"White","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",2556.93653472458
"Soft red winter","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",1736.8016525244
"All Wheat","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",12687.0824193416
"Hard red spring","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",2620.50128107897
"Durum","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",5752.01410587286
"Hard red winter","Import estimates","1,000 bushels","2002/03","Q3 Dec-Feb",20.8288451407651
"Hard red winter","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",50.9756384876125
"Durum","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",4201.74623984781
"Hard red spring","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",3266.64742285083
"All Wheat","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",14941.8300723828
"Soft red winter","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",4618.6360948077
"White","Import estimates","1,000 bushels","2002/03","Q4 Mar-May",2803.82467638887
"White","Import estimates","1,000 bushels","2002/03","Sep",1932.30039817051
"Soft red winter","Import estimates","1,000 bushels","2002/03","Sep",834.5270296944
"All Wheat","Import estimates","1,000 bushels","2002/03","Sep",9297.0855535159
"Hard red spring","Import estimates","1,000 bushels","2002/03","Sep",3297.75767210428
"Durum","Import estimates","1,000 bushels","2002/03","Sep",3045.78303379789
"Hard red winter","Import estimates","1,000 bushels","2002/03","Sep",186.717419748825
"Hard red winter","Import estimates","1,000 bushels","2003/04","Apr",27.2716355361525
"Durum","Import estimates","1,000 bushels","2003/04","Apr",2751.63179442757
"Hard red spring","Import estimates","1,000 bushels","2003/04","Apr",570.888239954381
"All Wheat","Import estimates","1,000 bushels","2003/04","Apr",5369.56553703766
"Soft red winter","Import estimates","1,000 bushels","2003/04","Apr",1222.2992058165
"White","Import estimates","1,000 bushels","2003/04","Apr",797.474661303054
"White","Import estimates","1,000 bushels","2003/04","Aug",1441.25729541544
"Soft red winter","Import estimates","1,000 bushels","2003/04","Aug",5470.521105588
"All Wheat","Import estimates","1,000 bushels","2003/04","Aug",9134.58419034609
"Hard red spring","Import estimates","1,000 bushels","2003/04","Aug",840.422267597276
"Durum","Import estimates","1,000 bushels","2003/04","Aug",1378.83340870565
"Hard red winter","Import estimates","1,000 bushels","2003/04","Aug",3.55011303972045
"Hard red winter","Import estimates","1,000 bushels","2003/04","Dec",65.8206050327385
"Durum","Import estimates","1,000 bushels","2003/04","Dec",1648.1334926877
"Hard red spring","Import estimates","1,000 bushels","2003/04","Dec",699.556283151581
"All Wheat","Import estimates","1,000 bushels","2003/04","Dec",4059.1247023921
"Soft red winter","Import estimates","1,000 bushels","2003/04","Dec",935.4391557567
"White","Import estimates","1,000 bushels","2003/04","Dec",710.175165763382
"White","Import estimates","1,000 bushels","2003/04","Feb",736.837705891755
"Soft red winter","Import estimates","1,000 bushels","2003/04","Feb",1320.3769228608
"All Wheat","Import estimates","1,000 bushels","2003/04","Feb",4408.27951402419
"Hard red spring","Import estimates","1,000 bushels","2003/04","Feb",611.28019994877
"Durum","Import estimates","1,000 bushels","2003/04","Feb",1681.89903679125
"Hard red winter","Import estimates","1,000 bushels","2003/04","Feb",57.8856485316076
"Hard red winter","Import estimates","1,000 bushels","2003/04","Jan",9.49016323466915
"Durum","Import estimates","1,000 bushels","2003/04","Jan",1512.34389368568
"Hard red spring","Import estimates","1,000 bushels","2003/04","Jan",640.054318227893
"All Wheat","Import estimates","1,000 bushels","2003/04","Jan",4263.09391477893
"Soft red winter","Import estimates","1,000 bushels","2003/04","Jan",1183.1273351457
"White","Import estimates","1,000 bushels","2003/04","Jan",918.078204484992
"White","Import estimates","1,000 bushels","2003/04","Jul",453.849112372713
"Soft red winter","Import estimates","1,000 bushels","2003/04","Jul",730.1866796784
"All Wheat","Import estimates","1,000 bushels","2003/04","Jul",3446.83781496525
"Hard red spring","Import estimates","1,000 bushels","2003/04","Jul",741.815120613278
"Durum","Import estimates","1,000 bushels","2003/04","Jul",1520.41186729252
"Hard red winter","Import estimates","1,000 bushels","2003/04","Jul",0.575035008330615
"Hard red winter","Import estimates","1,000 bushels","2003/04","Jun",8.9836876752
"Durum","Import estimates","1,000 bushels","2003/04","Jun",1415.44216273334
"Hard red spring","Import estimates","1,000 bushels","2003/04","Jun",661.396992815184
"All Wheat","Import estimates","1,000 bushels","2003/04","Jun",3121.02491249983
"Soft red winter","Import estimates","1,000 bushels","2003/04","Jun",604.8546171087
"White","Import estimates","1,000 bushels","2003/04","Jun",430.347452167403
"White","Import estimates","1,000 bushels","2003/04","Mar",1073.89816740735
"Soft red winter","Import estimates","1,000 bushels","2003/04","Mar",1800.7581776688
"All Wheat","Import estimates","1,000 bushels","2003/04","Mar",5872.78891334235
"Hard red spring","Import estimates","1,000 bushels","2003/04","Mar",738.875991557361
"Durum","Import estimates","1,000 bushels","2003/04","Mar",2214.42809365933
"Hard red winter","Import estimates","1,000 bushels","2003/04","Mar",44.8284830495009
"Hard red winter","Import estimates","1,000 bushels","2003/04","May",10.325936600563
"Durum","Import estimates","1,000 bushels","2003/04","May",2448.41788377857
"Hard red spring","Import estimates","1,000 bushels","2003/04","May",641.265101518491
"All Wheat","Import estimates","1,000 bushels","2003/04","May",5424.80062053578
"Soft red winter","Import estimates","1,000 bushels","2003/04","May",1454.9029205571
"White","Import estimates","1,000 bushels","2003/04","May",869.888778081055
"White","Import estimates","1,000 bushels","2003/04","MY Jun-May",11144.5455870687
"Soft red winter","Import estimates","1,000 bushels","2003/04","MY Jun-May",21922.8090817848
"All Wheat","Import estimates","1,000 bushels","2003/04","MY Jun-May",62915.9241296833
"Hard red spring","Import estimates","1,000 bushels","2003/04","MY Jun-May",8974.32254979905
"Durum","Import estimates","1,000 bushels","2003/04","MY Jun-May",20491.2411394324
"Hard red winter","Import estimates","1,000 bushels","2003/04","MY Jun-May",383.005771598279
"Hard red winter","Import estimates","1,000 bushels","2003/04","Nov",78.3673073637053
"Durum","Import estimates","1,000 bushels","2003/04","Nov",1298.91468142791
"Hard red spring","Import estimates","1,000 bushels","2003/04","Nov",691.605101001069
"All Wheat","Import estimates","1,000 bushels","2003/04","Nov",3663.86183041324
"Soft red winter","Import estimates","1,000 bushels","2003/04","Nov",823.7705687253
"White","Import estimates","1,000 bushels","2003/04","Nov",771.204171895257
"White","Import estimates","1,000 bushels","2003/04","Oct",1680.75582627443
"Soft red winter","Import estimates","1,000 bushels","2003/04","Oct",2191.1542948953
"All Wheat","Import estimates","1,000 bushels","2003/04","Oct",5926.6198229541
"Hard red spring","Import estimates","1,000 bushels","2003/04","Oct",674.219923173661
"Durum","Import estimates","1,000 bushels","2003/04","Oct",1339.66045458586
"Hard red winter","Import estimates","1,000 bushels","2003/04","Oct",40.8293240248409
"Hard red winter","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",13.1088357232511
"Durum","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",4314.68743873152
"Hard red spring","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",2243.63438102574
"All Wheat","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",15702.4469178112
"Soft red winter","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",6805.5624023751
"White","Import estimates","1,000 bushels","2003/04","Q1 Jun-Aug",2325.45385995555
"White","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",3712.73904418157
"Soft red winter","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",7200.3429616041
"All Wheat","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",17815.8240097611
"Hard red spring","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",2828.76803441484
"Durum","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",3919.69950567081
"Hard red winter","Import estimates","1,000 bushels","2003/04","Q2 Sep-Nov",154.274463889796
"Hard red winter","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",133.196416799015
"Durum","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",4842.37642316463
"Hard red spring","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",1950.89080132824
"All Wheat","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",12730.4981311952
"Soft red winter","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",3438.9434137632
"White","Import estimates","1,000 bushels","2003/04","Q3 Dec-Feb",2365.09107614013
"White","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",2741.26160679146
"Soft red winter","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",4477.9603040424
"All Wheat","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",16667.1550709158
"Hard red spring","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",1951.02933303023
"Durum","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",7414.47777186548
"Hard red winter","Import estimates","1,000 bushels","2003/04","Q4 Mar-May",82.4260551862164
"Hard red winter","Import estimates","1,000 bushels","2003/04","Sep",35.07783250125
"Durum","Import estimates","1,000 bushels","2003/04","Sep",1281.12436965704
"Hard red spring","Import estimates","1,000 bushels","2003/04","Sep",1462.94301024011
"All Wheat","Import estimates","1,000 bushels","2003/04","Sep",8225.34235639377
"Soft red winter","Import estimates","1,000 bushels","2003/04","Sep",4185.4180979835
"White","Import estimates","1,000 bushels","2003/04","Sep",1260.77904601188
"White","Import estimates","1,000 bushels","2004/05","Apr",1026.80536125601
"Soft red winter","Import estimates","1,000 bushels","2004/05","Apr",1859.2944926514
"All Wheat","Import estimates","1,000 bushels","2004/05","Apr",5669.51622086219
"Hard red spring","Import estimates","1,000 bushels","2004/05","Apr",579.7724009036
"Durum","Import estimates","1,000 bushels","2004/05","Apr",2150.48513510395
"Hard red winter","Import estimates","1,000 bushels","2004/05","Apr",53.1588309472341
"Hard red winter","Import estimates","1,000 bushels","2004/05","Aug",41.4930193885912
"Durum","Import estimates","1,000 bushels","2004/05","Aug",3065.72599926364
"Hard red spring","Import estimates","1,000 bushels","2004/05","Aug",692.659753029787
"All Wheat","Import estimates","1,000 bushels","2004/05","Aug",7309.42038635365
"Soft red winter","Import estimates","1,000 bushels","2004/05","Aug",2789.3159368179
"White","Import estimates","1,000 bushels","2004/05","Aug",720.22567785373
"White","Import estimates","1,000 bushels","2004/05","Dec",1069.49177955615
"Soft red winter","Import estimates","1,000 bushels","2004/05","Dec",1642.2105819168
"All Wheat","Import estimates","1,000 bushels","2004/05","Dec",5521.64744749805
"Hard red spring","Import estimates","1,000 bushels","2004/05","Dec",716.524045389868
"Durum","Import estimates","1,000 bushels","2004/05","Dec",2037.83659398303
"Hard red winter","Import estimates","1,000 bushels","2004/05","Dec",55.5844466522033
"Hard red winter","Import estimates","1,000 bushels","2004/05","Feb",17.2088914296777
"Durum","Import estimates","1,000 bushels","2004/05","Feb",2653.86092347082
"Hard red spring","Import estimates","1,000 bushels","2004/05","Feb",553.440433103208
"All Wheat","Import estimates","1,000 bushels","2004/05","Feb",5870.95332475176
"Soft red winter","Import estimates","1,000 bushels","2004/05","Feb",1693.3265801718
"White","Import estimates","1,000 bushels","2004/05","Feb",953.11649657626
"White","Import estimates","1,000 bushels","2004/05","Jan",1291.17241541765
"Soft red winter","Import estimates","1,000 bushels","2004/05","Jan",1461.3038200719
"All Wheat","Import estimates","1,000 bushels","2004/05","Jan",6381.17672243482
"Hard red spring","Import estimates","1,000 bushels","2004/05","Jan",589.199636527114
"Durum","Import estimates","1,000 bushels","2004/05","Jan",3026.32009270054
"Hard red winter","Import estimates","1,000 bushels","2004/05","Jan",13.1807577176211
"Hard red winter","Import estimates","1,000 bushels","2004/05","Jul",37.950773167692
"Durum","Import estimates","1,000 bushels","2004/05","Jul",2854.88665537449
"Hard red spring","Import estimates","1,000 bushels","2004/05","Jul",678.979630567135
"All Wheat","Import estimates","1,000 bushels","2004/05","Jul",5367.50746539722
"Soft red winter","Import estimates","1,000 bushels","2004/05","Jul",1177.7152820853
"White","Import estimates","1,000 bushels","2004/05","Jul",617.975124202599
"White","Import estimates","1,000 bushels","2004/05","Jun",606.157690395142
"Soft red winter","Import estimates","1,000 bushels","2004/05","Jun",1146.228539988
"All Wheat","Import estimates","1,000 bushels","2004/05","Jun",4738.5948265778
"Hard red spring","Import estimates","1,000 bushels","2004/05","Jun",657.887329955048
"Durum","Import estimates","1,000 bushels","2004/05","Jun",2311.32746461893
"Hard red winter","Import estimates","1,000 bushels","2004/05","Jun",16.9938016206697
"Hard red winter","Import estimates","1,000 bushels","2004/05","Mar",27.0654060055917
"Durum","Import estimates","1,000 bushels","2004/05","Mar",2083.2465151834
"Hard red spring","Import estimates","1,000 bushels","2004/05","Mar",609.495370305963
"All Wheat","Import estimates","1,000 bushels","2004/05","Mar",5698.4401417835
"Soft red winter","Import estimates","1,000 bushels","2004/05","Mar",2168.969955327
"White","Import estimates","1,000 bushels","2004/05","Mar",809.662894961544
"White","Import estimates","1,000 bushels","2004/05","May",703.785480796198
"Soft red winter","Import estimates","1,000 bushels","2004/05","May",1685.8514051001
"All Wheat","Import estimates","1,000 bushels","2004/05","May",5330.23587780483
"Hard red spring","Import estimates","1,000 bushels","2004/05","May",618.612002137038
"Durum","Import estimates","1,000 bushels","2004/05","May",2284.21975390408
"Hard red winter","Import estimates","1,000 bushels","2004/05","May",37.7672358674114
"Hard red winter","Import estimates","1,000 bushels","2004/05","MY Jun-May",662.554375153143
"Durum","Import estimates","1,000 bushels","2004/05","MY Jun-May",28970.9301606811
"Hard red spring","Import estimates","1,000 bushels","2004/05","MY Jun-May",7879.18338552936
"All Wheat","Import estimates","1,000 bushels","2004/05","MY Jun-May",70570.2572947017
"Soft red winter","Import estimates","1,000 bushels","2004/05","MY Jun-May",21593.4003415368
"White","Import estimates","1,000 bushels","2004/05","MY Jun-May",11464.1890318013
"White","Import estimates","1,000 bushels","2004/05","Nov",946.542731502567
"Soft red winter","Import estimates","1,000 bushels","2004/05","Nov",1101.4910643345
"All Wheat","Import estimates","1,000 bushels","2004/05","Nov",5046.91675682186
"Hard red spring","Import estimates","1,000 bushels","2004/05","Nov",724.533541393018
"Durum","Import estimates","1,000 bushels","2004/05","Nov",2187.92169230013
"Hard red winter","Import estimates","1,000 bushels","2004/05","Nov",86.427727291645
