Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","2003/04","MY Jun-May",5.5
"Total wheat grain","Exports, Qty","Guinea","1,000 metric tons ","2003/04","MY Jun-May",27.624
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","2003/04","MY Jun-May",18.78
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","2003/04","MY Jun-May",24
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2003/04","MY Jun-May",106.965
"Total wheat grain","Exports, Qty","Central African Republic","1,000 metric tons ","2003/04","MY Jun-May",11.5
"Total wheat grain","Exports, Qty","Gabon","1,000 metric tons ","2003/04","MY Jun-May",0.85
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","2003/04","MY Jun-May",41.587
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","2003/04","MY Jun-May",21.224
"Total wheat grain","Exports, Qty","Cape Verde Islands","1,000 metric tons ","2003/04","MY Jun-May",1.1
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2003/04","MY Jun-May",54.185
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","2003/04","MY Jun-May",131.311
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2003/04","MY Jun-May",571.45456
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2003/04","MY Jun-May",45.002
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2003/04","MY Jun-May",32.403
"Total wheat grain","Exports, Qty","Zambia","1,000 metric tons ","2003/04","MY Jun-May",7
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","2003/04","MY Jun-May",420.12
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2003/04","MY Jun-May",30833.695499
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2004/05","MY Jun-May",2882.217511
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2004/05","MY Jun-May",1786.614951
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2004/05","MY Jun-May",1310.600016
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2004/05","MY Jun-May",3031.202073
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2004/05","MY Jun-May",968.259217
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2004/05","MY Jun-May",447.64
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2004/05","MY Jun-May",147.31
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2004/05","MY Jun-May",2575.865
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2004/05","MY Jun-May",743.947497
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2004/05","MY Jun-May",45.623
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2004/05","MY Jun-May",107.089
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2004/05","MY Jun-May",334.973
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2004/05","MY Jun-May",504.989
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2004/05","MY Jun-May",714.858
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2004/05","MY Jun-May",300.748
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2004/05","MY Jun-May",9.899
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2004/05","MY Jun-May",191.923719
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2004/05","MY Jun-May",62.044
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2004/05","MY Jun-May",91.352
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2004/05","MY Jun-May",682.529
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2004/05","MY Jun-May",706.240996
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2004/05","MY Jun-May",187.405
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2004/05","MY Jun-May",192.908
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2004/05","MY Jun-May",2122.828
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2004/05","MY Jun-May",218.052
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2004/05","MY Jun-May",97.406
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2004/05","MY Jun-May",150.606
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2004/05","MY Jun-May",1781.167691
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2004/05","MY Jun-May",126.428
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2004/05","MY Jun-May",254.416
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2004/05","MY Jun-May",203.593
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2004/05","MY Jun-May",13.674861
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2004/05","MY Jun-May",227.137
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2004/05","MY Jun-May",51.52
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2004/05","MY Jun-May",44.131
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2004/05","MY Jun-May",15.51
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2004/05","MY Jun-May",33.417
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2004/05","MY Jun-May",115.585
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2004/05","MY Jun-May",27.954924
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2004/05","MY Jun-May",14.03
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2004/05","MY Jun-May",18.525
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2004/05","MY Jun-May",13.98
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2004/05","MY Jun-May",25.452
"Total wheat grain","Exports, Qty","Cuba","1,000 metric tons ","2004/05","MY Jun-May",379.017
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2004/05","MY Jun-May",19.77
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2004/05","MY Jun-May",31.549
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2004/05","MY Jun-May",221.801
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2004/05","MY Jun-May",24.514
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2004/05","MY Jun-May",142.925398
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","2004/05","MY Jun-May",23.119
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","2004/05","MY Jun-May",1.749
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2004/05","MY Jun-May",2.92
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","2004/05","MY Jun-May",0.021206
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2004/05","MY Jun-May",76.26
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","2004/05","MY Jun-May",0.015
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","2004/05","MY Jun-May",0.116
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","2004/05","MY Jun-May",0.052
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2004/05","MY Jun-May",64.255
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","2004/05","MY Jun-May",184.148
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","2004/05","MY Jun-May",0.073
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2004/05","MY Jun-May",527.003
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","2004/05","MY Jun-May",49.244
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","2004/05","MY Jun-May",6.883
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","2004/05","MY Jun-May",26.231
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","2004/05","MY Jun-May",0.278
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","2004/05","MY Jun-May",0.27122
"Total wheat grain","Exports, Qty","Ukraine","1,000 metric tons ","2004/05","MY Jun-May",0.153
"Total wheat grain","Exports, Qty","Azerbaijan","1,000 metric tons ","2004/05","MY Jun-May",26.999
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","2004/05","MY Jun-May",50.060536
"Total wheat grain","Exports, Qty","Tajikistan","1,000 metric tons ","2004/05","MY Jun-May",1.926
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","2004/05","MY Jun-May",17.657
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","2004/05","MY Jun-May",15.75
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","2004/05","MY Jun-May",8.961
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2004/05","MY Jun-May",392.623
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","2004/05","MY Jun-May",95.32
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","2004/05","MY Jun-May",418.576
"Total wheat grain","Exports, Qty","Cambodia","1,000 metric tons ","2004/05","MY Jun-May",5
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","2004/05","MY Jun-May",50
"Total wheat grain","Exports, Qty","North Korea","1,000 metric tons ","2004/05","MY Jun-May",25
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","2004/05","MY Jun-May",0.409
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","2004/05","MY Jun-May",0.108
"Total wheat grain","Exports, Qty","Libya","1,000 metric tons ","2004/05","MY Jun-May",34.601
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","2004/05","MY Jun-May",220.12898
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","2004/05","MY Jun-May",10.782
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","2004/05","MY Jun-May",0.1
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","2004/05","MY Jun-May",6.003
"Total wheat grain","Exports, Qty","Guinea","1,000 metric tons ","2004/05","MY Jun-May",12.1
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","2004/05","MY Jun-May",16.921
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","2004/05","MY Jun-May",2.543
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2004/05","MY Jun-May",81.439
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","2004/05","MY Jun-May",15
"Total wheat grain","Exports, Qty","Central African Republic","1,000 metric tons ","2004/05","MY Jun-May",1.3
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","2004/05","MY Jun-May",64.149
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","2004/05","MY Jun-May",16.368
"Total wheat grain","Exports, Qty","Cape Verde Islands","1,000 metric tons ","2004/05","MY Jun-May",4.3
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2004/05","MY Jun-May",75.6
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","2004/05","MY Jun-May",84.077
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2004/05","MY Jun-May",343.003
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2004/05","MY Jun-May",71.511
"Total wheat grain","Exports, Qty","Madagascar (Malagasy)","1,000 metric tons ","2004/05","MY Jun-May",16.11
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2004/05","MY Jun-May",38.809
"Total wheat grain","Exports, Qty","Zambia","1,000 metric tons ","2004/05","MY Jun-May",2.298
"Total wheat grain","Exports, Qty","Malawi","1,000 metric tons ","2004/05","MY Jun-May",2.6
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","2004/05","MY Jun-May",901.894
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2004/05","MY Jun-May",28494.045796
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2005/06","MY Jun-May",2656.757468
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2005/06","MY Jun-May",1650.063029
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2005/06","MY Jun-May",1097.320734
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2005/06","MY Jun-May",2908.564
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2005/06","MY Jun-May",905.893791
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2005/06","MY Jun-May",491.479
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2005/06","MY Jun-May",165.439
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2005/06","MY Jun-May",3110.342
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2005/06","MY Jun-May",690.135294
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2005/06","MY Jun-May",14.62
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2005/06","MY Jun-May",120.012
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2005/06","MY Jun-May",363.88
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2005/06","MY Jun-May",550.913
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2005/06","MY Jun-May",1078.795
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2005/06","MY Jun-May",462.4
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2005/06","MY Jun-May",246.299
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2005/06","MY Jun-May",177.096
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2005/06","MY Jun-May",20.554
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2005/06","MY Jun-May",123.91
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2005/06","MY Jun-May",501.952
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2005/06","MY Jun-May",447.254245
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2005/06","MY Jun-May",129.202824
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2005/06","MY Jun-May",184.411
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2005/06","MY Jun-May",406.814033
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2005/06","MY Jun-May",154.483
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2005/06","MY Jun-May",119.787168
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2005/06","MY Jun-May",75.661418
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2005/06","MY Jun-May",1123.342
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2005/06","MY Jun-May",141.904
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2005/06","MY Jun-May",272.768
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2005/06","MY Jun-May",214.497
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2005/06","MY Jun-May",18.151417
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2005/06","MY Jun-May",234.436
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2005/06","MY Jun-May",52.879
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2005/06","MY Jun-May",27.03
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2005/06","MY Jun-May",43.74
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2005/06","MY Jun-May",48.595
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2005/06","MY Jun-May",80.361
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2005/06","MY Jun-May",44.491
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2005/06","MY Jun-May",81.452
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2005/06","MY Jun-May",30.026
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2005/06","MY Jun-May",17.212
"Total wheat grain","Exports, Qty","Rwanda","1,000 metric tons ","2005/06","MY Jun-May",1.1
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2005/06","MY Jun-May",18.436
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2005/06","MY Jun-May",23.879474
"Total wheat grain","Exports, Qty","Cuba","1,000 metric tons ","2005/06","MY Jun-May",289.552
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2005/06","MY Jun-May",7.7
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2005/06","MY Jun-May",79.245972
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2005/06","MY Jun-May",210.067
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2005/06","MY Jun-May",21.903
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2005/06","MY Jun-May",70.156299
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","2005/06","MY Jun-May",27.126
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","2005/06","MY Jun-May",2.518
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2005/06","MY Jun-May",7.066
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2005/06","MY Jun-May",67.703
"Total wheat grain","Exports, Qty","Oman","1,000 metric tons ","2005/06","MY Jun-May",6.893
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","2005/06","MY Jun-May",2.01
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2005/06","MY Jun-May",71.497827
"Total wheat grain","Exports, Qty","Antigua & Barbuda","1,000 metric tons ","2005/06","MY Jun-May",0.003704
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2005/06","MY Jun-May",293.752
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","2005/06","MY Jun-May",13
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","2005/06","MY Jun-May",3.205
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","2005/06","MY Jun-May",0.11506
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","2005/06","MY Jun-May",0.06741
"Total wheat grain","Exports, Qty","Ukraine","1,000 metric tons ","2005/06","MY Jun-May",0.526959
"Total wheat grain","Exports, Qty","Croatia","1,000 metric tons ","2005/06","MY Jun-May",6.402
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","2005/06","MY Jun-May",47.656472
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","2005/06","MY Jun-May",12
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2005/06","MY Jun-May",2277.677
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","2005/06","MY Jun-May",16
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","2005/06","MY Jun-May",110.238
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","2005/06","MY Jun-May",25
"Total wheat grain","Exports, Qty","North Korea","1,000 metric tons ","2005/06","MY Jun-May",16.8
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","2005/06","MY Jun-May",0.128
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","2005/06","MY Jun-May",48.448
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","2005/06","MY Jun-May",203.99
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","2005/06","MY Jun-May",34.1
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","2005/06","MY Jun-May",4.5
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","2005/06","MY Jun-May",15.3
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","2005/06","MY Jun-May",5
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2005/06","MY Jun-May",98.266
"Total wheat grain","Exports, Qty","Niger","1,000 metric tons ","2005/06","MY Jun-May",2.471
"Total wheat grain","Exports, Qty","Chad","1,000 metric tons ","2005/06","MY Jun-May",7.21
"Total wheat grain","Exports, Qty","Cape Verde Islands","1,000 metric tons ","2005/06","MY Jun-May",4
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2005/06","MY Jun-May",49.53
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","2005/06","MY Jun-May",23
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2005/06","MY Jun-May",509.478
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2005/06","MY Jun-May",126.9
"Total wheat grain","Exports, Qty","Madagascar (Malagasy)","1,000 metric tons ","2005/06","MY Jun-May",13.81
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2005/06","MY Jun-May",32.804
"Total wheat grain","Exports, Qty","Zambia","1,000 metric tons ","2005/06","MY Jun-May",7.5
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","2005/06","MY Jun-May",527.771
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2005/06","MY Jun-May",26728.426598
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2006/07","MY Jun-May",2262.18994
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2006/07","MY Jun-May",1648.027947
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2006/07","MY Jun-May",1195.814472
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2006/07","MY Jun-May",3317.2851
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2006/07","MY Jun-May",1006.329997
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2006/07","MY Jun-May",508.017764
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2006/07","MY Jun-May",765.232
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2006/07","MY Jun-May",2467.388
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2006/07","MY Jun-May",565.857879
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2006/07","MY Jun-May",78.632
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2006/07","MY Jun-May",49.057
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2006/07","MY Jun-May",372.287
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2006/07","MY Jun-May",437.547958
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2006/07","MY Jun-May",728.897
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2006/07","MY Jun-May",640.174
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2006/07","MY Jun-May",260.27659
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2006/07","MY Jun-May",218.567
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2006/07","MY Jun-May",25.354
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2006/07","MY Jun-May",114.126
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2006/07","MY Jun-May",710.973
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2006/07","MY Jun-May",138.862
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2006/07","MY Jun-May",108.674322
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2006/07","MY Jun-May",177.367
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2006/07","MY Jun-May",61.74
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2006/07","MY Jun-May",60.442
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2006/07","MY Jun-May",125.57
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2006/07","MY Jun-May",149.891828
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2006/07","MY Jun-May",1982.061
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2006/07","MY Jun-May",141.365
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2006/07","MY Jun-May",138.12
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2006/07","MY Jun-May",234.782
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2006/07","MY Jun-May",24.506
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2006/07","MY Jun-May",85.632
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2006/07","MY Jun-May",83.61
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2006/07","MY Jun-May",1.096
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2006/07","MY Jun-May",23.28
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2006/07","MY Jun-May",63.581804
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2006/07","MY Jun-May",77.572
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2006/07","MY Jun-May",57.501
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2006/07","MY Jun-May",432.196
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2006/07","MY Jun-May",5.09
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2006/07","MY Jun-May",24.39
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2006/07","MY Jun-May",19.098
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2006/07","MY Jun-May",23.215
"Total wheat grain","Exports, Qty","Cuba","1,000 metric tons ","2006/07","MY Jun-May",187.021
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2006/07","MY Jun-May",11.059
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2006/07","MY Jun-May",8.954
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2006/07","MY Jun-May",95.232
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2006/07","MY Jun-May",23.398
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2006/07","MY Jun-May",56.175357
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","2006/07","MY Jun-May",22.924
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","2006/07","MY Jun-May",5.627
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2006/07","MY Jun-May",6.308
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2006/07","MY Jun-May",56.03
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2006/07","MY Jun-May",17.58579
"Total wheat grain","Exports, Qty","Cayman Islands","1,000 metric tons ","2006/07","MY Jun-May",0.025344
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","2006/07","MY Jun-May",93.058
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2006/07","MY Jun-May",151.851
