Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","2006/07","MY Jun-May",0.003
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","2006/07","MY Jun-May",0.064
"Total wheat grain","Exports, Qty","Sweden","1,000 metric tons ","2006/07","MY Jun-May",5.156
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","2006/07","MY Jun-May",0.156
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","2006/07","MY Jun-May",0.091
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","2006/07","MY Jun-May",28.3
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","2006/07","MY Jun-May",0.01512
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","2006/07","MY Jun-May",25
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2006/07","MY Jun-May",898.276
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","2006/07","MY Jun-May",69.145
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","2006/07","MY Jun-May",54.64
"Total wheat grain","Exports, Qty","Cambodia","1,000 metric tons ","2006/07","MY Jun-May",0.504
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","2006/07","MY Jun-May",25
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","2006/07","MY Jun-May",21.648
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","2006/07","MY Jun-May",19.622
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","2006/07","MY Jun-May",17.61
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","2006/07","MY Jun-May",3
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2006/07","MY Jun-May",55.359
"Total wheat grain","Exports, Qty","Chad","1,000 metric tons ","2006/07","MY Jun-May",20.27
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2006/07","MY Jun-May",20
"Total wheat grain","Exports, Qty","Somalia","1,000 metric tons ","2006/07","MY Jun-May",2
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2006/07","MY Jun-May",266.093
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","2006/07","MY Jun-May",93.26
"Total wheat grain","Exports, Qty","Madagascar (Malagasy)","1,000 metric tons ","2006/07","MY Jun-May",19.045
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2006/07","MY Jun-May",25.327
"Total wheat grain","Exports, Qty","Zambia","1,000 metric tons ","2006/07","MY Jun-May",4.5
"Total wheat grain","Exports, Qty","Zimbabwe","1,000 metric tons ","2006/07","MY Jun-May",7
"Total wheat grain","Exports, Qty","Malawi","1,000 metric tons ","2006/07","MY Jun-May",9.999
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","2006/07","MY Jun-May",291.861
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2006/07","MY Jun-May",24329.870212
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2007/08","MY Jun-May",2575.244512
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2007/08","MY Jun-May",1525.27387
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2007/08","MY Jun-May",1499.223
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2007/08","MY Jun-May",3552.198
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2007/08","MY Jun-May",1101.12
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2007/08","MY Jun-May",412.709
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2007/08","MY Jun-May",1059.050073
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2007/08","MY Jun-May",2503.516
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2007/08","MY Jun-May",949.170838
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2007/08","MY Jun-May",104.062242
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2007/08","MY Jun-May",139.262
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2007/08","MY Jun-May",341.584906
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2007/08","MY Jun-May",544.674
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2007/08","MY Jun-May",956.226
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2007/08","MY Jun-May",446.68
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2007/08","MY Jun-May",409.775
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2007/08","MY Jun-May",201.952
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2007/08","MY Jun-May",532.862
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2007/08","MY Jun-May",100.421
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2007/08","MY Jun-May",1018.537
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2007/08","MY Jun-May",599.32
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2007/08","MY Jun-May",180.392
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2007/08","MY Jun-May",189.551406
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2007/08","MY Jun-May",15.719
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2007/08","MY Jun-May",197.073
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2007/08","MY Jun-May",115.597
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2007/08","MY Jun-May",79.598372
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2007/08","MY Jun-May",2907.479
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2007/08","MY Jun-May",113.711
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2007/08","MY Jun-May",954.838
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2007/08","MY Jun-May",190.271
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2007/08","MY Jun-May",27.347
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2007/08","MY Jun-May",624.433
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","2007/08","MY Jun-May",42.98
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","2007/08","MY Jun-May",24.65
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2007/08","MY Jun-May",39.93
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2007/08","MY Jun-May",81.584
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2007/08","MY Jun-May",58.849
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2007/08","MY Jun-May",122.811
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2007/08","MY Jun-May",847.411
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2007/08","MY Jun-May",21.3
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2007/08","MY Jun-May",19.726
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2007/08","MY Jun-May",18.35
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2007/08","MY Jun-May",25.939
"Total wheat grain","Exports, Qty","Cuba","1,000 metric tons ","2007/08","MY Jun-May",422.196
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2007/08","MY Jun-May",140.709
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2007/08","MY Jun-May",172.113
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2007/08","MY Jun-May",595.680368
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2007/08","MY Jun-May",19.058
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2007/08","MY Jun-May",196.20656
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","2007/08","MY Jun-May",20.289
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","2007/08","MY Jun-May",1.2
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2007/08","MY Jun-May",5.979
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2007/08","MY Jun-May",360.281
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","2007/08","MY Jun-May",0.66
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","2007/08","MY Jun-May",118.354566
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","2007/08","MY Jun-May",0.058133
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","2007/08","MY Jun-May",13.134248
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","2007/08","MY Jun-May",228.433
"Total wheat grain","Exports, Qty","Sweden","1,000 metric tons ","2007/08","MY Jun-May",5.573
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","2007/08","MY Jun-May",0.284
"Total wheat grain","Exports, Qty","Ireland","1,000 metric tons ","2007/08","MY Jun-May",22.428
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","2007/08","MY Jun-May",56.169
"Total wheat grain","Exports, Qty","Monaco","1,000 metric tons ","2007/08","MY Jun-May",16.458
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","2007/08","MY Jun-May",0.069397
"Total wheat grain","Exports, Qty","Ukraine","1,000 metric tons ","2007/08","MY Jun-May",0.019
"Total wheat grain","Exports, Qty","Albania","1,000 metric tons ","2007/08","MY Jun-May",0.008636
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","2007/08","MY Jun-May",45.733
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","2007/08","MY Jun-May",1912.307
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","2007/08","MY Jun-May",76.3
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","2007/08","MY Jun-May",152.83
"Total wheat grain","Exports, Qty","North Korea","1,000 metric tons ","2007/08","MY Jun-May",7.103
"Total wheat grain","Exports, Qty","Australia (No Islands), (=Old Code 6020)","1,000 metric tons ","2007/08","MY Jun-May",9.563
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","2007/08","MY Jun-May",157.1
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","2007/08","MY Jun-May",22.549999
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","2007/08","MY Jun-May",8
"Total wheat grain","Exports, Qty","Guinea","1,000 metric tons ","2007/08","MY Jun-May",10.95
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","2007/08","MY Jun-May",9.656
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","2007/08","MY Jun-May",6.02
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","2007/08","MY Jun-May",20.469
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","2007/08","MY Jun-May",17.531
"Total wheat grain","Exports, Qty","Liberia","1,000 metric tons ","2007/08","MY Jun-May",1.709
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","2007/08","MY Jun-May",100.507
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","2007/08","MY Jun-May",261.31
"Total wheat grain","Exports, Qty","Mauritius","1,000 metric tons ","2007/08","MY Jun-May",26.122
"Total wheat grain","Exports, Qty","Madagascar (Malagasy)","1,000 metric tons ","2007/08","MY Jun-May",19.19
"Total wheat grain","Exports, Qty","Namibia","1,000 metric tons ","2007/08","MY Jun-May",14.743
"Total wheat grain","Exports, Qty","Malawi","1,000 metric tons ","2007/08","MY Jun-May",33.257
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","2007/08","MY Jun-May",819.301
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","2007/08","MY Jun-May",33600.013126
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2008/09","MY Jun-May",2617.156986
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2008/09","MY Jun-May",1460.705022
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2008/09","MY Jun-May",1130.293
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","2008/09","MY Jun-May",3178.22
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","2008/09","MY Jun-May",715.672
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","2008/09","MY Jun-May",508.092
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","2008/09","MY Jun-May",739.032273
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","2008/09","MY Jun-May",2637.561
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","2008/09","MY Jun-May",805.516
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","2008/09","MY Jun-May",39.216684
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","2008/09","MY Jun-May",136.3
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","2008/09","MY Jun-May",392.799535
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","2008/09","MY Jun-May",316.253
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","2008/09","MY Jun-May",591.724606
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","2008/09","MY Jun-May",406.093
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","2008/09","MY Jun-May",446.053
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","2008/09","MY Jun-May",195.6
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","2008/09","MY Jun-May",753.448
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","2008/09","MY Jun-May",84.053
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","2008/09","MY Jun-May",512.594
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","2008/09","MY Jun-May",341.72
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","2008/09","MY Jun-May",152.632
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","2008/09","MY Jun-May",183.765
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","2008/09","MY Jun-May",148.558
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","2008/09","MY Jun-May",188.43
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","2008/09","MY Jun-May",101.155
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","2008/09","MY Jun-May",48.474989
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","2008/09","MY Jun-May",1864.532
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","2008/09","MY Jun-May",138.674
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","2008/09","MY Jun-May",56.911
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","2008/09","MY Jun-May",235.391
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","2008/09","MY Jun-May",24.750158
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","2008/09","MY Jun-May",202.747
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","2008/09","MY Jun-May",15.75
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","2008/09","MY Jun-May",6.05
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","2008/09","MY Jun-May",18.54
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","2008/09","MY Jun-May",53.955
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","2008/09","MY Jun-May",132.67
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","2008/09","MY Jun-May",141.282
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","2008/09","MY Jun-May",19.597
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","2008/09","MY Jun-May",5.65
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","2008/09","MY Jun-May",22.292
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","2008/09","MY Jun-May",23.277
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","2008/09","MY Jun-May",15.879
"Total wheat grain","Exports, Qty","Cuba","1,000 metric tons ","2008/09","MY Jun-May",387.956
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","2008/09","MY Jun-May",44.422136
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","2008/09","MY Jun-May",57.751
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","2008/09","MY Jun-May",284.583958
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","2008/09","MY Jun-May",20.788
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","2008/09","MY Jun-May",0.02763
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","2008/09","MY Jun-May",39.3
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","2008/09","MY Jun-May",5.74
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","2008/09","MY Jun-May",5.257
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","2008/09","MY Jun-May",101.72
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","2008/09","MY Jun-May",0.053194
"Total wheat grain","Exports, Qty","Bahrain","1,000 metric tons ","2008/09","MY Jun-May",15.711
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","2008/09","MY Jun-May",0.023
"Total wheat grain","Exports, Qty","British Virgin Islands","1,000 metric tons ","2008/09","MY Jun-May",0.03165
