Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jul",1152.3548905764
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jul",254.3400016311
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jul",1520.41186729252
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jul",1018.25108622736
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jul",1400.67526320118
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",1164.95087063025
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",831.500457349783
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",1415.44216273334
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",319.3144007529
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",1060.0607788869
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",896.013262982678
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",3121.02491249983
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Jun",264.62730463066
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",304.857903334907
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",5872.78891334235
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",3544.3577453865
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",1045.33445694678
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",967.0389582189
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",2214.42809365933
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",942.531232105527
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Mar",1283.09671100907
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",1059.53823243443
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",768.781415337369
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",2448.41788377857
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",1421.6277890934
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",897.01333827285
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",3468.2490498285
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",5424.80062053578
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","May",258.008679347802
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",3409.63509954514
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",62915.9241296833
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",37216.80453246
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",11362.6605302824
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",6626.1316349592
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",20491.2411394324
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",10455.4744049281
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","MY Jun-May",14336.4590669408
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",1166.20344786109
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",851.390345180632
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",1298.91468142791
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",122.3955428094
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",1010.06095447875
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",1487.5974280734
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",3663.86183041324
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Nov",325.128793437877
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",322.483307214504
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",5926.6198229541
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",3689.6849578785
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",1000.46977482287
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",116.4255734082
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",1339.66045458586
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",900.751573963158
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Oct",1236.46509025273
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",3810.92983947025
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",2772.63239875752
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",4314.68743873152
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",768.3961226151
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",2709.80055476411
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",9181.7165235768
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",15702.4469178112
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q1 Jun-Aug",773.658917358897
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",922.265569371493
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",17815.8240097611
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",11378.2926453567
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",3011.83380307317
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",517.6776535434
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",3919.69950567081
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",2479.75628275592
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q2 Sep-Nov",3425.69756133123
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",3540.51428020008
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",2600.29540096875
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",4842.37642316463
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",1409.307185559
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",2811.23038882805
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",6378.7534621671
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",12730.4981311952
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q3 Dec-Feb",832.773836636888
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",880.936776177863
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",16667.1550709158
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",10278.0419013594
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",2829.79578361711
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",3930.7506732417
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",7414.47777186548
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",2602.79032244592
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Q4 Mar-May",3559.31738593929
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",1023.02902321742
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",727.614363612126
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",1281.12436965704
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",278.8565373258
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",1001.30307377155
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",6201.0102594048
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",8225.34235639377
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2003/04","Sep",274.653468719112
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",276.629965394871
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",5669.51622086219
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",3476.4711508338
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",882.145070738478
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",960.8877321456
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",2150.48513510395
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",912.967437563479
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Apr",1310.89999928991
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",1191.28897634007
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",855.213265671742
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",3065.72599926364
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",1960.209154029
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",936.262234503284
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",5181.8691755103
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",7309.42038635365
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Aug",250.303579562901
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",297.925182391342
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",5521.64744749805
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",3141.1601965674
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",1017.17293286015
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",756.1330597149
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",2037.83659398303
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",983.778351876791
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Dec",1363.3143180705
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",1039.70255054565
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",729.606836953503
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",2653.86092347082
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",1683.5849067093
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",826.606719823112
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",4004.644054383
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",5870.95332475176
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Feb",240.669179808014
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",243.307697390266
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",6381.17672243482
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",4232.2112734209
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",852.912192971613
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",1850.4744981597
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",3026.32009270054
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",932.53789715057
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jan",1296.05325604231
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",1197.68669357119
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",874.771897395664
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",2854.88665537449
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",1691.0676877269
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",952.337810904425
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",3217.4829609216
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",5367.50746539722
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jul",289.04707025193
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",256.737155748355
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",4738.5948265778
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",2632.3024272846
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",898.046074860112
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",1159.5020913819
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",2311.32746461893
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",895.08821748868
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Jun",1208.24632443308
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",1453.84762829476
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",1017.34160368109
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",2083.2465151834
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",735.2136220191
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",977.610424086934
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",3266.9820894018
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",5698.4401417835
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Mar",330.691289483209
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",256.849604275535
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",5330.23587780483
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",3085.6013338269
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",877.963914881769
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",1059.3471060018
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",2284.21975390408
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",968.023043626745
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","May",1366.67062909616
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",14925.404505679
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",10687.2082580489
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",28970.9301606811
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",14993.94654345
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",11145.8815210463
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",44498.9712679764
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",70570.2572947017
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","MY Jun-May",3289.77535918225
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",267.153373685733
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",5046.91675682186
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",2837.4145424289
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",987.398000679286
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",1035.72039249
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",885.047926124397
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",2187.92169230013
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Nov",1222.10421371367
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",1137.3269362909
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",832.176265473573
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",2111.57098081705
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",990.1638630198
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",989.79034281146
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",3711.5278382427
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",5838.64511734506
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Oct",289.230852323675
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",796.087805563186
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",17415.5226783287
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",11031.6545637165
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",2786.64612026782
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",4810.7789331378
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",8231.94011925707
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",2625.07338055609
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q1 Jun-Aug",3597.22199434434
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",3497.69412999532
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",2517.87970664062
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",6503.02102707824
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",3137.5266855618
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",2924.82414541647
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",12260.2466058261
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",18682.7648812379
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q2 Sep-Nov",847.614634875824
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",781.902059589621
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",17773.7774946846
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",11378.0155243713
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",2696.69184565487
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",4290.1924645839
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",7718.01761015439
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",2645.92308598086
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q3 Dec-Feb",3699.07012465846
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",4131.41825668083
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",2898.33208487131
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",6517.95140419143
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",2755.4484601665
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",2737.71940970718
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",9829.0545740625
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",16698.1922404505
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Q4 Mar-May",864.170859153614
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",291.230408866416
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",7797.20300707098
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",5711.3042251545
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",947.635801925723
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",1111.642430052
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",2203.52835396106
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",800.655515042647
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2004/05","Sep",1138.26297999075
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",1344.57753849366
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",1013.67923008026
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",2700.63792170798
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",1392.4387040445
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",978.551018290471
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",3833.777030895
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",6156.90558767913
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Apr",294.519987583216
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",321.409693022893
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",8183.37604955523
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",5856.1047901944
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",993.85406497844
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",1054.8181142835
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",2324.00959243209
