Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",197.572188956859
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",31595.1461903049
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",8751.35819789917
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",656.461827301751
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",1809.5869171611
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",10.9776370065969
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",2528.79595589471
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",1170.78428843
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",503.729222123805
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",656.0774292996
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",62.7472114318623
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",60.9160784874241
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",1145.5453276302
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",584.503919845123
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",1739.32273497143
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",3581.20428837783
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",9.27348749610268
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",2745.6785307987
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",774.609679091706
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",2365.77806367721
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",5280.418387713
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",43.0218562296138
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",7795.49100872844
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",4742.3527229438
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",1778.48420513659
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",2920.8466615776
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",149.294557338224
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",222.202643703501
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",2060.0278610667
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",1509.73296216446
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",3647.12813403579
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",7228.73380641981
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",77.3673108046271
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",4909.3861636428
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q2 Sep-Nov",2097.14499907351
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",2040.41289639684
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",8542.0604784501
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",36.5556541334565
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",10821.6667235539
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",4705.85993605307
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",1404.01082273871
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",3265.2934591809
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q3 Dec-Feb",239.193348706965
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",311.99112416566
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",5272.2729340659
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",1717.31136381792
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",7030.21166567299
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",15423.2945234163
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",40.6273677891622
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",12863.281160499
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q4 Mar-May",2248.02223875162
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",666.073492680048
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",354.120715683
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",57.1161863019275
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",1118.73356214726
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",737.021110634362
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",421.499820195534
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",258.4051041369
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1991/92","Sep",98.5393537842144
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",264.315841390034
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",1329.991132428
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",665.907672513986
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",2038.4986149248
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",5406.27076502057
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",42.5998099828141
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",4266.5047932738
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Apr",875.450130356736
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",826.847853344564
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",6954.2914201005
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",34.887994961923
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",8538.24125849198
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",2162.37609312565
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",617.642800664731
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",1509.845297499
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Aug",757.10198504691
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",201.744347331573
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",2076.5651348694
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",627.933952538207
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",2741.36440261197
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",7324.04112673716
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",36.8653152043596
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",6294.6059064357
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Dec",827.69087296989
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",542.385777073865
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",4727.167761939
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",27.5372189023816
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",5412.70760534511
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",1912.03624250064
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",413.99630800026
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",1470.502715598
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Feb",143.154066332242
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",243.81051233033
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",812.082434499
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",500.839954320781
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",1369.97300654389
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",4616.87723251254
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",57.0506177241074
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",3714.8434427559
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jan",658.223277426309
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",911.304809264392
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",4661.8820334471
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",25.2866012254368
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",5747.18662289802
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",2198.77854058944
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",698.749515197798
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",1474.7424241662
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jul",173.999780186529
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",129.398476847636
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",1483.562528889
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",625.188286261432
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",2113.74669732135
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",5433.68000315402
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",4.99588217091348
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",4480.6887442296
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Jun",823.592782076787
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",884.844805524407
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",4997.7585100002
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",6076.67264870187
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",32.7707950868035
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",2274.46438642615
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",673.128664538444
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",1568.5649268009
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Mar",194.069333177265
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",308.723481872806
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",1433.7878226588
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",623.821366872747
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",2107.12727636542
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",49.5180868338743
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",4593.92063486695
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",3448.0796980245
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","May",837.117454969646
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",9435.17593608555
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",57439.8325254999
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",69996.9904125937
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",404.736459011616
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",26260.0654605431
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",7149.30452990607
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",18706.0244716254
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","MY Jun-May",3121.98195100826
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",261.658834034756
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",1713.5128708215
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",605.336153166558
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",2347.36001546017
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",28.5109914721142
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",4507.65041267899
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",3456.4518603006
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Nov",789.53971834363
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",778.94422172395
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",4706.4067263339
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",5750.04375638945
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",30.9415901438291
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",2108.87285500761
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",587.104065560382
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",1490.8271993034
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Oct",264.692808331599
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",1060.50024208108
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",4468.1502505542
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",1941.58060212396
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",6474.90133103644
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",65.1704783582733
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",19719.107884544
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",16096.8621977772
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q1 Jun-Aug",2561.74544468574
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",2247.71817307896
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",13894.0102152936
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",16847.3925148655
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",93.2241369190025
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",7341.70020013379
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",1702.09600899769
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",5546.3800542171
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q2 Sep-Nov",705.664126492937
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",588.708925994144
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",4359.1502849664
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",1542.77021485925
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",6023.3736516565
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",121.453151830849
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",17353.6259645948
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",14736.6171111306
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q3 Dec-Feb",2028.29992747006
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",2597.41239085079
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",12712.3430012985
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",16076.8640485894
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",124.888691903492
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",6420.09027771637
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",1962.85770392518
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",4332.3438818877
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Q4 Mar-May",767.108656440105
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",179.312484126582
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",2342.0399840922
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",509.655790270746
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",2885.467329666
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",33.7715553030591
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",6589.69834579706
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",5731.1516286591
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1992/93","Sep",679.234233011378
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",1058.30810103853
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",10559.1931562376
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",49.9490022602825
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",12214.0936415576
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",3632.76849792363
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",806.800773182147
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",2776.0187224812
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Apr",596.592384281521
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",485.638198755443
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",1461.7854197478
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",627.416389414776
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",2136.878717661
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",7509.55620351411
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",47.6769084984284
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",6204.7648409019
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Aug",819.153163856764
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",946.222250801661
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",8274.4090426704
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",60.0269876981609
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",9676.0634148119
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",3096.94486593042
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",716.375861392363
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",2320.5420168399
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Dec",455.432121339844
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",689.259825201776
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",1223.1469197192
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",632.270109086032
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",1907.57806781116
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",9325.58458129662
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",52.1610390059303
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",7784.0392702233
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Feb",852.285485871541
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",945.331336727539
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",6412.6948671429
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",50.5618625712313
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",7898.10296596923
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",1989.17013308819
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",721.013691304762
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",1217.5945792122
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jan",540.076762098787
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",351.330334780744
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",1155.2088839865
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",670.288591927362
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",1862.36367803618
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",3275.21956742068
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",36.8662021223205
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",2047.9592825706
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jul",875.929950069335
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",910.760694499592
